Word,Pronunciation
旅行社,leoi hang se
旅遊,leoi jau
裏面,leoi min
裡面,leoi min
裡頭,leoi tau
旅途,leoi tou
累積,leoi zik
淚,leoi
類似,leoi ci
類型,leoi jing
淚水,leoi seoi
累贅,leoi zeoi
輪,leon
淪,leon
倫,leon
鄰,leon
倫敦,leon deon
鄰居,leon geoi
淪陷,leon haam
輪椅,leon ji
輪流,leon lau
倫理,leon lei
輪船,leon syun
論,leon
論論盡盡,leon leon zeon zeon
論文,leon man
論盡,leon zeon
律,leot
律師樓,leot si lau
雷公,leui gung
雷霆,leui ting
呂,leui
呂布,leui bou
旅行支票,leui hang ji piu
類,leui
累,leui
淚光,leui gwong
淚眼,leui ngaan
累死,leui sei
略,leuk
略帶,leuk daai
倫敦大學,leun deun daai hok
輪到,leun dou
鄰國,leun gwok
鄰舍,leun se
論戰,leun jin
梁,leung
梁朝,leung chiu
良多,leung do
量度,leung dok
良民,leung man
梁山,leung saan
量一下,leung yat ha
倆,leung
兩邊,leung bin
兩層樓,leung chang lau
兩地,leung dei
兩黨,leung dong
兩分鐘,leung fan jung
兩方,leung fong
兩房一廳,leung fong yat teng
兩句,leung geui
兩腳,leung geuk
兩個人,leung go yan
兩個月,leung go yut
兩兄弟,leung hing dai
兩立,leung laap
兩面,leung min
兩岸,leung ngon
兩岸三地,leung ngon saam dei
兩年,leung nin
兩年多,leung nin do
兩倍,leung pui
兩三個月,leung saam go yut
兩相,leung seung
兩天,leung tin
兩斷,leung tyun
亮,leung
量壓,leung aat
諒解,leung gaai
律師,leut si
力,lik
歷,lik
曆,lik
力保,lik bou
力寶,lik bou
力大,lik daai
力行,lik hang
力氣,lik hei
力爭上遊,lik jang seung yau
力量,lik leung
歷史,lik si
歷史博物館,lik si bok mat gun
力士,lik si
力小,lik siu
力推,lik teui
力爭,lik zang
like,Like
廉,lim
廉恥,lim ci
廉潔,lim git
臉,lim
臉孔,lim hung
臉容,lim jung
臉色,lim sik
lin,lin
鏈,lin lin
連,lin
蓮,lin
憐,lin
連本帶利,lin bun daai lei
連坐,lin cho
連帶,lin daai
蓮花,lin faa
連貫,lin gun
連係,lin hai
連氣,lin hei
連開,lin hoi
連理,lin lei
連連,lin lin
連連連,lin lin lin
連埋,lin maai
憐憫,lin man
連忙,lin mong
連平,lin ping
連手,lin sau
連鎖,lin so
連天,lin tin
連同,lin tung
蓮子,lin zi
連接,lin zip
連續,lin zuk
練,lin
練出,lin cheut
練過,lin gwo
練習,lin zaap
拎,ling
零,ling
齡,ling
聆,ling
伶,ling
羚,ling
凌,ling
靈,ling (lit) leng (coll)
靈丹,ling daan
靈界,ling gaai
靈感,ling gam
零下,ling haa
零用錢,ling jung cin [ling jung cin]
伶俐,ling lei
玲瓏,ling lung
靈敏,ling man
鈴木,ling muk
靈犀,ling sai
凌晨,ling san
零舍,ling se
零食,ling sik
靈體,ling tai
聆聽者,ling teng ze
聆聽,ling ting
靈位,ling wai
靈魂,ling wan
靈活,ling wut
領情,ling ching
領隊,ling deoi [ling deoi]
領導,ling dou
領獎,ling jeung
領略,ling loek
領悟,ling ng
領事館,ling si gun
領頭,ling tau
領頭人,ling tau yan
領頭羊,ling tau yeung
領土,ling tou
領會,ling wui
領袖,ling zau
令,ling
另,ling
令人,ling jan
令人失望,ling jan sat mong
另一,ling jat
另一邊,ling jat bin
另一半,ling jat bun
另一方面,ling jat fong min
令郎,ling long
令妹,ling mui
另外,ling ngoi
另外一方面,ling ngoi yat fong min
另外一個,ling ngoi yat go
令人擔心,ling yan daam sam
令人動,ling yan dung
令人感動,ling yan gam dung
另一部,ling yat bou
另一方,ling yat fong
另一個,ling yat go
另一個人,ling yat go yan
另一種,ling yat jung
另一樣,ling yat yeung
令尊,ling zyun
獵物,lip mat
裂,lit
烈,lit
列車,lit ce
裂痕,lit han
裂開,lit hoi
烈日,lit yat
料到,liu dou
療,liu
聊,liu
寥,liu
潦倒,liu dou
遼闊,liu fut
撩交打,liu gaau daa
聊賴,liu laai
聊天,liu tin
了解,liu gaai
瞭解,liu gaai
了解到,liu gaai dou
了解下,liu gaai ha
了解一下,liu gaai yat ha
了結,liu git
了了,liu liu
了事,liu si
廖,liu
料理,liu* lei
攞景,ló gíng
囉,lo
囉囉攣,lo lo lyun*
囉,lo lo lo
囉攣,lo lyun
囉唆,lo so
囉嗦,lo so
攞,lo
裸,lo
攞位,lo {wai wai*}
攞錢,lo cin*
攞彩,lo coi
裸地,lo dei
攞嚟衰,lo lai/lei seoi
攞嚟講,lo lei gong
攞命,lo meng
裸體,lo tai
攞著數,lo zoek sou
囉噃,lo bo
羅,lo
螺,lo
鑼,lo
蘿蔔,lo baak
蘿蔔頭,lo baak tau
羅賓漢,lo ban hon
邏輯,lo cap
籮底橙,lo dai caang*
羅蘭,lo laan
羅網,lo mong
羅斯,lo si
螺絲,lo si
掠,loek
良,loeng
涼,loeng
糧,loeng
樑,loeng
良緣,loeng {jyun }
良久,loeng gau
良好,loeng hou
良心,loeng sam
糧食,loeng sik
梁醒波,loeng sing bo
兩百,loeng baak
兩次,loeng ci
兩千,loeng cin
兩分,loeng fan
兩個,loeng go
兩公婆,loeng gung po*
兩國,loeng gwok
兩可,loeng ho
兩樣,loeng joeng
兩老,loeng lou
兩性,loeng sing
兩仔乸,loeng zai naa
諒,loeng
亮相,loeng soeng
來,loi
來賓,loi ban
來得及,loi dak kap
來電,loi din
來電話,loi din wa
來到,loi dou
來過,loi gwo
來人,loi jan*
來日方長,loi jat fong {coeng zoeng}
來源,loi jyun
來臨,loi lam
來歷,loi lik
來來往往,loi loi wong wong
來來回回,loi loi wui wui
來路貨,loi lou* fo
來年,loi nin
來愛,loi oi
來生,loi saang
來世,loi sai
來勢,loi sai
來勢洶洶,loi sai hung hung
來頭,loi tau
來往,loi wong
來回,loi wui
萊茵河,loi yan ho
來源於,loi yun yu
來自,loi zi
洛,lok
烙,lok
絡,"lok,lok"
落魄,lok bok
落榜,lok bong
落車,lok ce
樂趣,lok ceoi
落差,lok cha
落床,lok chong
落得,lok dak
樂得,lok dak
落地,lok dei
落定,lok deng
落訂,lok deng
落啲,lok di
樂都,lok dou
落街,lok gaai
落更,lok gang
樂見,lok gin
樂高,lok gou
樂觀,lok gun
落下,lok ha
落後,lok hau
落去,lok heoi
落入,lok jap
樂意,lok ji
落葉,lok jip
落雨,lok jyu
樂園,lok jyun
落嚟,lok lai
落樓下,lok lau haa
落力,lok lik
落晒形,lok saai jing
落實,lok sat
落手,lok sau
落石,lok sek
落水,lok seoi
樂事,lok si
落雪,lok syut
落台,lok toi
落葉歸根,lok yip gwai gan
落嘴頭,lok zeoi tau
樂,lok|ngok
狼,long
郎,long
廊,long
狼戾,long {leoi lai }
狼狽,long bui
郎才女貌,long choi neui maau
狼狗,long gau
郎君,long gwan
狼藉,long je
狼牙棒,long ngaa paang
狼心狗肺,long sam gau fai
狼死,long sei
朗,long
浪,long
浪潮,long ciu
浪費,long fai
浪費時間,long fai si gaan
浪漫,long maan
浪頭,long tau
撈亂,lou lyun
佬,lou
勞,lou
爐,lou
牢,lou
牢不可破,lou bat ho po
勞嘈,lou cou
勞動,lou dung
勞工,lou gung
勞氣,lou hei
勞力,lou lik
勞力士,lou lik si*
牢牢,lou lou
撈埋,lou maai
勞神,lou san
勞作,lou zok
老,lou
魯,lou
鹵,lou
老伯,lou baak
老百姓,lou baak sing
老闆,lou baan
老闆娘,lou baan noeng
老餅,lou beng
老表,lou biu
老本行,lou bun hong
老襯,lou can
老前輩,lou chin bui
老千,lou cin
老豆,lou dau
老竇,lou dau
老的,lou dik
老點,lou dim
老定,lou ding
老虎,lou fu
老虎蟹,lou fu haai
老虎乸,lou fu naa
老虎頭上釘蝨乸,lou fu tau {soeng soeng} {deng ding} sat naa
老婦人,lou fu yan
老家,lou gaa
老街,lou gaai
老歌,lou go
老江湖,lou gong wu
老姑婆,lou gu po
老公,lou gung
老鬼,lou gwai
老坑,lou haang
老兄,lou hing
老人家,lou jan gaa
老人中心,lou jan zung sam
老友,lou jau
老友記,lou jau gei
老友鬼鬼,lou jau* gwai gwai
老爺,lou je
老嘢,lou je
老資格,lou ji gaak
老而不,lou ji bat
老莊,lou jong
老襟,lou kam
老笠,lou lap
擄掠,lou loek
老老,lou lou
老老實實,lou lou sat sat
老貓,lou maau
老貓燒鬚,lou maau siu sou
老麥,lou mak*
鹵味,lou mei*
魯莽,lou mong
老母,lou mou*
老年,lou nin
老年人,lou nin yan
老牌,lou paai
老朋友,lou pang jau
老朋,lou pang*/paang*
老脾,lou pei
老婆,lou po
老婆婆,lou po po
老婆仔,lou po zai
老西,lou sai
老細,lou sai
老實,lou sat
老死,lou sei
老師,lou si
老師好,lou si hou
老屎忽,lou si fat
老是,lou si
老成,lou sing
老鼠,lou syu
老鼠拉龜,lou syu laai gwai
老鼠仔,lou syu zai
老土,lou tou
老同,lou tung
老同學,lou tung hok
老話,lou wa
老屈,lou wat
老王,lou wong
老一輩,lou yat bui
老狀,lou zong
老早,lou zou
老宗,lou zung
老總,lou zung
路,lou
露,lou
路標,lou biu
路程,lou cing
路德,lou dak
露骨,lou gwat
路過,lou gwo
露械,lou haai
路口,lou hau
路人,lou jan
露面,lou min
路上,lou seung
路線,lou sin
路數,lou sou
露台,lou toi
路環,lou waan
碌,luk
轆,luk
睩,luk
碌嘢,luk je
碌咭,luk kaat
碌木,luk muk
六,luk
綠,luk
陸,luk
錄,luk
淥,luk
六百萬,luk baak maan
綠茶,luk caa
淥親,luk can
六千,luk cin
綠燈,luk dang
綠豆,luk dau*
六九,luk gau
六合,luk hap
錄音,luk jam
錄音機,luk jam gei
六日,luk jat
錄影,luk jing
六月,luk jyut
陸陸續續,luk luk juk juk
鹿,luk luk*
陸生,luk saang
六神,luk san
六十,luk sap
六十九,luk sap gau
六十六,luk sap luk
六十五,luk sap ng
六十年代,luk sap nin doi
鹿死誰手,luk sei seui sau
六四,luk sei
陸上,luk seung
綠色,luk sik
陸續,luk zuk
龍,lung
隆,lung
瓏,lung
隆坡,lung bo
龍翔道,lung coeng dou
龍江,lung gong
龍門,lung mun
龍頭,lung tau
龍王,lung wong
隆重,lung zung
窿,lung* lung
籠統,lung tung
弄,lung
lur,lur
戀人,lyun jan
聯,lyun
聯邦,lyun bong
聯賽,lyun coi
聯歡,lyun fun
聯歡會,lyun fun {wui wui kui}
聯繫,lyun hai
聯合,lyun hap
聯合聲明,lyun hap sing ming
聯合王國,lyun hap wong gwok
聯絡,lyun lok
聯盟,lyun mang
聯網,lyun mong
聯想起,lyun seung hei
聯想,lyun soeng
聯會,lyun wui
亂,lyun
亂噏廿四,lyun ngap jaa sei
亂晒龍,lyun saai lung
亂射,lyun se
亂語,lyun yu
亂用,lyun yung
亂講,lyun* gong
亂嚟,lyun* lai
亂噏,lyun* ngap
劣,lyut
M,M
M到,M {dou dou*}
唔,m
唔話得,m {waa waa} dak
唔畀,m bei
唔切,m cit
唔錯,m co
唔打唔相識,m daa m soeng sik
唔抵得,m dai dak
唔得,m dak
唔得掂,m dak dim
唔得閒,m dak haan
唔對路,m deoi lou
唔掂,m dim
唔多,m do
唔到,m dou
唔化,m faa
唔化算,m faa syun
唔忿氣,m fan hei
唔緊要,m gan jiu
唔記得,m gei dak
唔見得,m gin dak
唔見得光,m gin dak gwong
唔見咗,m gin zo
唔經大腦,m ging daai nou
唔該,m goi
唔該晒,m goi saai
唔該晒你,m goi saai nei
唔該借借,m goi ze ze
唔覺意,m gok ji
唔怪得,m gwaai dak
唔怪之得,m gwaai zi dak
唔關你事,m gwaan nei si
唔客氣,m haak hei
唔喺度,m hai dou
唔係,m hai
唔係呀,m hai {aa aa aa aa}
唔係啩,m hai gwaa
唔係人噉品,m hai jan gam ban
唔係呢,m hai ne
唔係你估,m hai nei gu|gu
唔係就,m hai zau
唔可以,m ho ji
唔响處,m hoeng cyu
唔好,m hou
唔好,m hou
唔好意思,m hou ji si/
唔好老脾,m hou lou pei
唔好死,m hou sei
唔一定,m jat ding
唔鍾意,m jung yi
唔鐘意,m jung yi
唔中意,m jung yi
唔理,m lei
唔理三七廿一,m lei saam cat je jat
唔撈,m lou
唔明,m ming
唔明白,m ming baak
唔啱,m ngaam
唔三唔四,m saam m sei
唔生性,m saang sing
唔使,m sai
唔使錢,m sai cin*
唔使多謝,m sai do ze
唔使唔該,m sai m goi
唔洗死,m sai sei
唔使找,m sai zaau
唔使旨意,m sai zi ji
唔使做,m sai zou
唔聲唔聲,m seng m seng
唔衰得,m seoi dak
唔需要,m seoi jiu
唔順,m seon
唔算,m syun
唔通,m tung
唔通氣,m tung hei
唔同,m tung
唔會,m wui
唔會,m wui
唔會-del-,m wui
唔爭在,m zaang zoi
唔制,m zai
唔准,m zeon
唔知,m zi
唔知醜,m zi cau
唔知道,m zi dou*
唔知幾,m zi gei
唔知醒,m zi seng
唔志在,m zi zoi
唔做嘢,m zou je
嘛,ma
麻痹,ma bei
麻醉藥,ma jeui yeuk
馬超,ma chiu
馬大,ma daai
馬德,ma dak
馬德里,ma dak lei
馬丁,ma ding
馬當,ma dong
馬經,ma ging
馬公,ma gung
馬褂,ma gwa
馬戲團,ma hei tyun
馬拉,ma laai
馬倫,ma leun
馬龍,ma lung
馬文,ma man
馬鞍山,ma on saan
瑪莎拉蒂,ma sa laai dai
馬新,ma san
馬醫,ma yi
馬爾,ma yi
馬爾代夫,ma yi doi fu
媽,maa
嗎,maa
孖,maa
孖葉,maa jip*
媽咪,maa mai mi / maimi
孖生,maa saang
孖展,maa zin
媽媽,maa* maa
媽媽生,maa* maa {saang sang}
嫲,maa
麻煩,maa faan
麻煩你,maa faan nei
麻甩佬,maa lat lou
麻甩仔,maa lat zai
麻麻,maa maa*
麻麻哋,maa maa* {dei dei*}
麻麻地,maa maa* dei*
麻醉,maa zeoi
麻雀,maa zoek*; maa zoek
馬,maa
碼,maa
瑪,maa
馬票,maa biu
馬場,maa coeng
馬伕,maa fu
馬戲,maa hei
馬騮,maa lau*
馬騮精,maa lau* zeng
瑪莉,maa lei
馬來西亞,maa loi sai aa
馬路,maa lou
螞蟻,maa ngai
馬尿,maa niu
馬鞍,maa on
馬上,maa soeng
碼頭,maa tau
罵,maa
禡,maa
埋,maai
埋,maai
埋便,maai bin
埋單,maai daan
埋堆,maai deoi
埋伏,maai fuk
埋去,maai heoi
埋好,maai hou
埋置,maai ji
埋嚟,maai lai
埋尾,maai mei
埋手,maai sau
埋屍,maai si
埋數,maai sou
埋頭,maai tau
埋位,maai wai*
埋入,maai yap
埋葬,maai zong
買,maai
買車,maai che
買大,maai daai
買得起,maai dak hei
買定,maai ding
買到,maai dou
買下,maai ha
買起,maai hei
買嘢,maai je
買樓,maai lau*
買了,maai liu
買來,maai loi
買水,maai seoi
買餸,maai sung
賣,maai
賣命,maai {ming meng}
邁阿密,maai a mat
賣錢,maai chin
賣大包,maai daai baau
賣關子,maai gwaan ji
賣國賊,maai gwok chaak
賣鹹鴨蛋,maai haam aap daan*
賣口乖,maai hau gwaai
賣肉,maai juk
賣力,maai lik
賣主,maai zyu
擘,maak
蠻,maan
謾,maan|maan
晚,maan
晚餐,maan caan
晚點,maan dim
晚飯,maan faan
晚霞,maan haa
晚黑,maan haak
晚晚,maan maan
晚年,maan nin
晚上,maan soeng
晚上好,maan soeng hou
晚會,maan wui [maan wui]
萬,maan
慢,maan
曼,maan
漫,maan
萬邦,maan bong
萬寶路,maan bou lou
慢步,maan bou
萬全,maan chyun
萬千,maan cin
漫長,maan coeng
萬分,maan fan
曼谷,maan guk
慢行,maan hang
萬一,maan jat
漫遊,maan jau
萬萬,maan maan
漫漫長夜,maan maan cheung ye
慢慢走,maan maan jau
慢慢,maan maan*; maan* maan
慢慢行,maan maan*haang
萬無一失,maan mou jat sat
萬難,maan naan
萬能,maan nang
萬念俱灰,maan nim keui fui
萬年,maan nin
萬惡,maan ok
萬歲,maan seoi
萬事,maan si
慢吞吞,maan tan tan
漫畫家,maan waa* gaa
萬人,maan yan
萬有,maan yau
萬紫千紅,maan zi cin hung
盲,maang
猛,maang
猛料,maang {liu liu}
猛打,maang da
猛鬼,maang gwai
猛進,maang jeun
猛烈,maang lit
蜢,maang*
孟,maang
孟加拉,maang gaa laai
抹乾淨,maat gon zeng
貓,maau
貓王,maau wong
矛,maau
茅,maau
矛盾,maau teon
牡丹,maau daan
貌,maau
貌美,maau mei
貌相,maau seung
咪咪,mai mai
迷,mai
謎底,mai dai
迷人,mai jan
謎語,mai jyu
迷離,mai lei
迷迷糊糊,mai mai wu wu
迷蒙,mai mung
迷夢,mai mung
迷信,mai seon
迷上,mai seung
迷途,mai tou
迷惑,mai waak
迷糊,mai wu
米,mai
咪嘈,mai cou
咪郁,mai juk
米蘭,mai laan
米田共,mai tin gung
咪住,mai zyu
咪係,mai hai/hai*
墨,mak
默,mak
脈,mak
墨客,mak haak
墨者,mak je
默契,mak kai
默默,mak mak
默默地,mak mak dei
默默無言,mak mak mou jin
麥芽,mak ngaa
陌生,mak sang
墨水,mak seoi
墨水筆,mak seoi bat
Man,Man
炆,man
𠍁,man
聞,man
民,man
紋,man
文筆,man bat
民情,man cing
民調,man diu
聞到,man dou*
文化,man faa
文法,man faat
民間,man gaan
民間習俗,man gaan jaap juk
文教,man gaau
文具,man geoi
民建聯,man gin lyun
文件,man gin*
民工,man gung
民國,man gwok
文學,man hok
文學上,man hok seung
文人,man jan
民意,man ji
民政,man jing
民主黨,man jyu dong
民主改革,man jyu goi gaak
民主派,man jyu paai
文員,man jyun
民企,man kei
文明,man ming
聞名,man ming
文明人,man ming jan
文明社會,man ming se wui
民們,man mun
文藝,man ngai
文憑,man pang
文森,man sam
紋身,man san
文身,man san
民生,man sang
文史,man si
民事訴訟,man si sou jung
民會,man wui
文言,man yin
文字,man zi
文雀,man zoek*
民族,man zuk
民眾,man zung
民主,man zyu
敏,man
吻,man
憫,man
問,man
問答,man daap
問到,man dou
問道,man dou
問非所答,man fei so daap
問過,man gwo
問候,man hau
問好,man hou
問號,man hou
問罪,man jeui
問路,man lou
問問,man man
問名,man ming
問安,man on
問世,man sai
問心有愧,man sam {jau jau} {kwai kwai}
問心無愧,man sam mou kwai
問題,man tai
問題根本,man tai gan bun
問一下,man yat ha
萌,mang
盟,mang
盟國,mang gwok
萌芽,mang ngaa
Mark,Mark
乜春,mat ceon
乜都,mat dou
乜鬼,mat gwai
乜人,mat jan
乜野,mat je
乜嘢都,mat je dou
乜乜物物,mat mat mat mat
乜事,mat si
乜說話,mat syut waa
乜嘢,mat/mi/me je
乜嘢環境,mat/mi/me je waan ging
物,mat
密,mat
襪,mat
勿,mat
蜜,mat
物品,mat ban
密報,mat bou
密切,mat cit
密度,mat dou
蜜蜂,mat fung
物件,mat gin*
物業,mat jip
蜜月,mat jyut
物理,mat lei
密密麻麻,mat mat maa maa
物色,mat sik
物體,mat tai
蜜糖,mat tong
密集,mat zaap
物質,mat zat
踎,mau
踎低,mau dai
踎街,mau gaai
踎監,mau gaam
謀,mau
謀害,mau hoi
謀人寺,mau jan {zi zi*}
謀面,mau min
謀殺,mau saat
謀事,mau si
某,mau
某一個,mau yat go
謬,mau
貿易,mau jik
謬論,mau leun
咩,me
咩,me
孭,me
咩呀,me aa
咩咩,me me
微,mei
眉,mei
糜,mei
微分,mei fan
微風,mei fung
微震,mei jan
微賤,mei jin
微弱,mei joek
微雨,mei jyu
微菌,mei kwan
微微,mei mei
微微地,mei mei dei
微妙,mei miu
眉毛,mei mou
眉目,mei muk
眉心,mei sam
微少,mei siu
微笑,mei siu
眉頭,mei tau
微彎,mei waan
美,mei
尾,mei
尾巴,mei baa
美鈔,mei caau
尾隨,mei cheui
尾場,mei coeng
尾燈,mei dang
美的,mei dik
美化,mei faa
美金,mei gam
美感,mei gam
美景,mei ging
美股,mei gu
美觀,mei gun
美國,mei gwok
美國本土,mei gwok bun tou
美國國會,mei gwok gwok wui*
美國人,mei gwok jan
美好,mei hou
美人,mei jan
美人計,mei jan gai
美智子,mei ji ji
美容,mei jung
美元,mei jyun
美麗,mei lai
美貌,mei maau
美妙,mei miu
美女,mei neoi
美術,mei seot
美術館,mei seot gun
美酒,mei zau
尾注,mei zyu
未,mei
味,mei
